age,education,balance,housing,loan,duration,campaign,pdays,poutcome,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,subscribed
52.0,2,6429,0,0,138.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,3,193,0,0,105.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,3,7296,1,0,108.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45.0,1,419,0,0,113.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,3,63,0,0,161.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35.0,3,750,1,0,233.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,3,2944,0,0,882.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
45.0,2,4971,0,0,115.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30.0,3,913,1,0,341.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
49.0,1,154,1,0,26.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,2,2678,0,1,151.0,2.757883769391063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.0,3,13763,0,0,313.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45.0,1,907,0,0,230.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60.0,2,262,0,0,393.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56.0,1,2442,0,1,111.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58.0,2,37,0,0,84.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.0,2,3122,0,0,51.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43.0,3,1413,1,0,116.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46.0,2,1353,0,0,528.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
46.0,2,5,0,0,71.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57.0,2,490,1,0,70.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,2,2323,1,1,151.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
51.0,2,193,0,0,146.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,3,1406,1,0,266.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46.0,2,0,0,0,74.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50.0,3,569,0,1,452.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45.0,1,185,0,0,34.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,2,96,0,0,113.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45.0,2,1621,0,0,122.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
54.0,1,11,1,1,48.0,2.757883769391063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36.0,2,110,0,0,80.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39.0,3,1914,0,0,94.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56.0,2,4914,0,0,70.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46.0,2,689,0,0,121.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,3,176,0,0,61.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55.0,2,1901,0,0,143.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,2,127,0,0,172.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
54.0,2,3398,1,0,71.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,3,4564,0,0,45.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49.0,2,1157,0,0,91.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,3,1283,0,0,92.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57.0,1,50,0,0,89.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55.0,2,512,0,0,115.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,2,297,0,0,121.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43.0,3,-173,0,1,119.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37.0,2,3396,0,0,69.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33.0,3,3335,0,0,98.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48.0,2,0,0,0,195.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36.0,3,324,0,0,104.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44.0,3,8402,1,0,515.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35.0,3,2306,0,0,86.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35.0,3,0,0,0,100.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
58.0,2,0,0,0,27.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,3,1225,0,0,104.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
55.0,2,987,0,0,63.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36.0,3,6,1,0,166.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.0,2,5450,0,0,113.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,3,0,0,0,309.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52.0,3,52,0,1,124.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47.0,3,1979,0,0,207.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,3,1635,0,0,90.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
48.0,1,2227,0,0,98.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,3,927,0,0,100.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,3,1117,0,0,219.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32.0,3,-217,1,1,129.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,3,1077,0,0,128.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34.0,3,332,0,0,75.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,3,624,0,0,75.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30.0,3,1535,0,0,67.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55.0,1,211,0,0,111.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51.0,2,2242,0,0,498.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46.0,2,1000,0,0,96.0,2.757883769391063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48.0,2,3324,0,0,203.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47.0,1,362,1,0,111.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,3,288,0,0,585.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45.0,3,4112,0,0,140.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23.0,3,489,0,1,235.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60.0,2,8121,1,1,98.0,2.757883769391063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56.0,1,3206,0,0,129.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,2,796,1,1,315.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
59.0,1,1100,0,0,147.0,2.757883769391063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54.0,2,473,1,0,134.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,3,0,0,0,431.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51.0,2,219,0,0,63.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,2,0,0,0,93.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,2,1219,0,0,697.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
33.0,3,5641,0,0,168.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33.0,2,804,0,1,212.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54.0,3,3797,0,0,253.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42.0,2,1018,0,0,280.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60.0,3,3,0,0,80.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41.0,2,335,0,0,169.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49.0,1,1798,1,1,209.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57.0,2,1404,0,0,119.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60.0,3,0,0,0,161.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43.0,3,13044,0,0,36.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48.0,1,199,0,0,29.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,3,389,0,0,79.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,3,2935,1,0,192.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55.0,3,1097,0,0,199.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
54.0,1,0,0,0,144.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,1,813,0,0,331.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50.0,3,5124,1,0,111.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,3,350,0,0,471.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60.0,1,0,0,0,142.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45.0,2,1629,0,0,58.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43.0,3,41630,0,0,68.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33.0,3,134,0,0,79.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,3,1541,0,0,471.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
58.0,2,796,0,0,102.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
33.0,3,602,1,0,87.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,3,129,0,0,128.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33.0,2,79,1,0,170.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42.0,3,1064,0,0,101.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60.0,2,1211,0,0,268.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47.0,2,236,0,0,263.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39.0,3,429,0,0,80.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43.0,3,1253,0,1,52.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54.0,1,392,0,0,254.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55.0,3,0,0,1,201.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56.0,2,985,0,1,150.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,3,1764,0,0,70.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,1,9202,0,0,204.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,3,3628,0,0,130.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35.0,2,23876,0,0,191.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41.0,3,139,0,0,781.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39.0,3,3575,0,1,74.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32.0,2,82,0,0,66.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,3,302,0,0,80.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32.0,2,2870,0,0,91.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
61.0,1,0,1,1,280.0,2.757883769391063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52.0,3,3732,0,0,212.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,2,0,1,0,143.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59.0,3,3779,0,0,93.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35.0,1,0,0,0,65.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32.0,3,1969,0,0,271.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,2,239,1,0,199.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54.0,3,2883,0,0,1126.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,2,2143,1,1,514.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,3,10639,0,0,75.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,3,41,1,0,392.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51.0,3,-55,1,0,119.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52.0,3,1134,1,0,151.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39.0,3,3913,0,0,150.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40.0,3,42,0,1,215.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,3,2481,0,0,547.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,2,14148,1,0,85.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54.0,2,548,0,0,520.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
45.0,2,376,0,1,86.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49.0,2,1350,0,0,22.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,2,431,1,1,75.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
46.0,3,3115,0,0,134.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
52.0,1,4660,0,0,82.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,1,0,0,0,984.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50.0,1,8139,1,0,256.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,2,0,0,0,249.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
53.0,2,4994,0,0,62.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,3,11821,0,0,384.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32.0,3,548,0,0,377.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,3,473,1,0,201.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,3,53,0,1,64.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,3,0,0,0,261.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,3,254,0,0,258.341352164853,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52.0,1,9804,1,1,155.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,1,47,0,1,128.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,1,583,0,0,260.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,3,2226,1,0,103.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33.0,2,199,0,0,178.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,3,4414,0,0,504.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30.0,2,19,1,0,16.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,3,598,0,0,135.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48.0,2,427,0,0,202.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34.0,3,757,0,0,37.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45.0,2,-374,0,1,149.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60.0,1,1043,0,0,1364.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61.0,2,985,0,0,998.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
46.0,2,250,0,0,166.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
52.0,1,2977,0,0,286.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56.0,2,324,0,0,213.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,2,-35,1,0,207.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38.0,2,1221,1,1,73.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
49.0,1,418,0,0,258.341352164853,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58.0,1,1241,0,0,194.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
35.0,3,771,1,1,221.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43.0,3,140,0,0,192.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,3,576,1,0,304.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.0,3,0,0,0,124.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43.0,3,171,0,0,67.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35.0,3,0,0,0,276.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36.0,2,2603,1,0,174.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,2,548,0,0,457.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47.0,2,665,0,0,885.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47.0,2,2914,1,0,405.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,3,2832,0,0,350.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,2,0,0,0,395.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51.0,2,1840,1,0,312.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,2,173,0,0,26.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32.0,1,2678,0,0,779.0,2.757883769391063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38.0,2,276,0,0,92.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34.0,2,0,1,1,374.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33.0,2,12177,0,0,76.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,1,-644,0,0,119.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41.0,2,2851,0,0,296.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32.0,3,20,1,1,193.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,2,0,0,0,87.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,2,209,0,0,243.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45.0,3,121,0,0,835.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38.0,2,173,0,0,205.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.0,2,1435,0,0,724.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
48.0,3,9207,0,0,445.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,3,2074,0,0,244.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44.0,2,366,0,1,212.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45.0,2,256,0,0,119.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,2,3701,0,0,709.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,3,1966,0,0,176.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43.0,3,0,0,0,241.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
46.0,1,2653,0,0,314.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,2,169,1,0,43.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33.0,3,-5,0,0,127.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58.0,2,451,0,0,729.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49.0,3,306,1,0,285.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
60.0,1,808,0,0,393.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35.0,2,150,0,0,242.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54.0,2,3601,0,0,238.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30.0,3,3045,0,0,189.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37.0,3,453,0,0,129.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,2,4772,0,0,157.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39.0,3,1043,0,0,195.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,3,2359,0,0,199.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,1,979,0,1,298.0,2.757883769391063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55.0,2,549,0,0,43.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
60.0,2,955,0,0,37.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42.0,3,3038,0,0,693.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48.0,2,466,0,0,99.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,3,481,1,0,97.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49.0,3,0,0,0,78.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35.0,2,2251,0,0,151.0,2.757883769391063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39.0,2,2644,0,0,192.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
48.0,2,2214,0,0,607.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,3,216,0,0,141.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,2,0,0,0,81.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
52.0,1,204,0,0,123.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,2,610,0,1,116.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58.0,1,309,0,0,156.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53.0,2,180,0,1,58.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47.0,2,0,0,0,203.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
56.0,1,63,0,0,122.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32.0,3,470,0,0,286.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38.0,2,3278,0,0,645.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
